8,110,0.0654481388458
0,20,0.060974315436
110,120,0.0764458194732
95,187,0.0560909337812
14,161,0.0316248971871
44,81,0.0960074947659
41,81,0.0969098953274
40,113,0.0489900221425
8,90,0.0920965172447
14,122,0.0164595368511
21,133,0.0995688241402
132,152,0.0550428311134
29,92,0.0901186344124
49,75,0.0590015317657
47,121,0.0693830155251
149,168,0.0935092355939
19,101,0.0434387938239
76,82,0.0867321431251
41,176,0.0634267975946
90,110,0.0604180987356
104,146,0.0229536957088
31,96,0.0906587999083
6,114,0.0747859712026
74,177,0.0170579316563
168,182,0.0469463398943
22,177,0.0648234335406
61,97,0.027367216813
18,102,0.0105669168021
147,195,0.0782809270766
23,198,0.0615350648616
63,127,0.0845612470875
29,59,0.0734367682137
77,123,0.084496856451
110,155,0.0709694370814
72,83,0.0750797702112
86,104,0.0764635293347
33,169,0.0491970492163
31,67,0.0205484496682
28,71,0.0883468968702
88,178,0.0614615247239
3,111,0.044836389759
92,164,0.084110513435
66,83,0.0740153133316
98,159,0.0828447699509
7,77,0.0115956691035
27,49,0.0570658836105
108,157,0.0419926444018
114,180,0.0854318560831
102,147,0.0403223116793
31,157,0.0155377862531
32,52,0.0461615801682
141,185,0.060690908403
30,43,0.0868639195625
0,195,0.0487610411692
24,64,0.0869996104336
4,64,0.0744686788334
44,175,0.0931218414441
13,34,0.0635529135527
122,161,0.0182165689596
8,30,0.0720908980693
154,183,0.0903101737123
69,177,0.034796195955
40,64,0.0712867185451
10,25,0.0035409686846
95,179,0.0619595414402
146,196,0.0709135973454
3,122,0.00959660220558
40,164,0.0779562087779
60,121,0.0936552073747
91,116,0.0210896253435
62,99,0.0361997977235
100,178,0.059664147725
51,58,0.096645582194
71,199,0.0278314860255
31,154,0.0652750551161
54,146,0.0472371876847
36,47,0.078116804953
68,87,0.0835420882757
9,156,0.0214878746803
19,120,0.0856718709856
123,165,0.0729604686542
103,124,0.0870310536975
175,176,0.0322992157435
149,173,0.0790678405548
14,189,0.037185447743
162,199,0.0304550655176
169,180,0.0551524311945
110,126,0.0492915031762
26,128,0.026764562651
13,15,0.0875297289728
46,199,0.0591242024233
90,101,0.0338391353156
15,41,0.0938464761962
56,63,0.0369293136068
47,172,0.0459544662468
21,153,0.0833849925048
118,121,0.0492761226262
19,155,0.0607775271436
10,184,0.0113248560103
31,183,0.0317644028913
118,188,0.0876684462592
114,138,0.0561083277844
34,135,0.0630532140883
16,170,0.0724834065837
149,182,0.0470455883434
2,139,0.0734420893144
79,193,0.0340354253488
96,170,0.0724567960034
162,184,0.0700116716529
3,14,0.0179450176215
163,165,0.0468256819532
66,112,0.0635126954275
128,149,0.096858119191
5,133,0.096366798216
92,106,0.0460723879959
6,138,0.0661254084255
29,150,0.0479573435057
115,130,0.0932199658689
54,134,0.0998543631895
123,194,0.0373584826703
172,188,0.0636833554425
81,100,0.0469499270165
52,87,0.0792378411471
3,161,0.0139413248593
77,194,0.064554503009
6,141,0.0441316717283
130,159,0.0729830067605
60,151,0.0688150365435
38,95,0.0730723373537
33,175,0.0501656291282
49,85,0.0935376587731
36,172,0.0830765210336
112,117,0.0567110527595
20,102,0.0872809300097
154,170,0.0688355373843
164,166,0.0573890684211
149,153,0.0148765880897
142,172,0.0755521419589
47,84,0.0994798069629
53,97,0.0460779279122
109,132,0.099486907068
66,75,0.0357815283006
19,30,0.0434412907242
20,51,0.0996970659008
119,123,0.0383575335091
37,72,0.0846559616448
